"Name","Year","Rating","Runtime","Genre","Number_of_Votes"
"Get Out",2017,"7.7",104,"Horror, Mystery, Thriller            ",548362
"Mission: Impossible - Fallout",2018,"7.7",147,"Action, Adventure, Thriller            ",316032
"En man som heter Ove",2015,"7.7",116,"Comedy, Drama, Romance            ",52529
"What We Do in the Shadows",2014,"7.7",86,"Comedy, Horror            ",174455
"Omoide no Mânî",2014,"7.7",103,"Animation, Drama, Family            ",38019
"The Theory of Everything",2014,"7.7",123,"Biography, Drama, Romance            ",434060
"Kingsman: The Secret Service",2014,"7.7",129,"Action, Adventure, Comedy            ",635740
"The Fault in Our Stars",2014,"7.7",126,"Drama, Romance            ",364250
"Me and Earl and the Dying Girl",2015,"7.7",105,"Comedy, Drama            ",128922
"Birdman or (The Unexpected Virtue of Ignorance)",2014,"7.7",119,"Comedy, Drama            ",611263
"Le passé",2013,"7.7",130,"Drama, Mystery            ",48075
"La vie d'Adèle",2013,"7.7",180,"Drama, Romance            ",147553
"The Broken Circle Breakdown",2012,"7.7",111,"Drama, Music, Romance            ",40761
"Toy Story 4",2019,"7.7",100,"Animation, Adventure, Comedy            ",232223
"Captain America: The Winter Soldier",2014,"7.7",136,"Action, Adventure, Sci-Fi            ",801662
"Rockstar",2011,"7.7",159,"Drama, Music, Romance            ",43007
"Nebraska",2013,"7.7",115,"Adventure, Comedy, Drama            ",116430
"Wreck-It Ralph",2012,"7.7",101,"Animation, Adventure, Comedy            ",405220
"Le Petit Prince",2015,"7.7",108,"Animation, Adventure, Drama            ",60486
"Detachment",2011,"7.7",98,"Drama            ",82547
"Midnight in Paris",2011,"7.7",94,"Comedy, Fantasy, Romance            ",410788
"Kokuhaku",2010,"7.7",106,"Drama, Thriller            ",38116
"The Lego Movie",2014,"7.7",100,"Animation, Action, Adventure            ",341102
"Gravity",2013,"7.7",91,"Drama, Sci-Fi, Thriller            ",804155
"Star Trek Into Darkness",2013,"7.7",132,"Action, Adventure, Sci-Fi            ",476574
"Beasts of No Nation",2015,"7.7",137,"Drama, War            ",79271
"The Social Network",2010,"7.7",120,"Biography, Drama            ",672525
"X: First Class",2011,"7.7",131,"Action, Adventure, Sci-Fi            ",672623
"The Hangover",2009,"7.7",100,"Comedy            ",757114
"Silver Linings Playbook",2012,"7.7",122,"Comedy, Drama, Romance            ",691838
"Druk",2020,"7.7",117,"Comedy, Drama            ",132277
"Argo",2012,"7.7",120,"Biography, Drama, Thriller            ",599364
"Harry Potter and the Deathly Hallows: Part 1",2010,"7.7",146,"Adventure, Family, Fantasy            ",521660
"Gake no ue no Ponyo",2008,"7.7",101,"Animation, Adventure, Comedy            ",136915
"Frost/Nixon",2008,"7.7",122,"Biography, Drama, History            ",106737
"Papurika",2006,"7.7",90,"Animation, Drama, Fantasy            ",79132
"Changeling",2008,"7.7",141,"Biography, Crime, Drama            ",250372
"Flipped",2010,"7.7",90,"Comedy, Drama, Romance            ",87937
"Toki o kakeru shôjo",2006,"7.7",98,"Animation, Adventure, Comedy            ",64344
"This Is England",2006,"7.7",101,"Crime, Drama            ",120282
"Ex Machina",2014,"7.7",108,"Drama, Sci-Fi, Thriller            ",516437
"Efter brylluppet",2006,"7.7",120,"Drama            ",34078
"The Last King of Scotland",2006,"7.7",123,"Biography, Drama, History            ",183039
"Zodiac",2007,"7.7",157,"Crime, Drama, Mystery            ",512902
"Lucky Number Slevin",2006,"7.7",110,"Crime, Drama, Thriller            ",308518
"Joyeux Noël",2005,"7.7",116,"Drama, History, Music            ",29462
"Control",2007,"7.7",122,"Biography, Drama, Music            ",64266
"Tangled",2010,"7.7",100,"Animation, Adventure, Comedy            ",433240
"Zwartboek",2006,"7.7",145,"Drama, Thriller, War            ",75718
"Brokeback Mountain",2005,"7.7",134,"Drama, Romance            ",344964
"3:10 to Yuma",2007,"7.7",122,"Action, Crime, Drama            ",302498
"Crash",2004,"7.7",112,"Crime, Drama, Thriller            ",430675
"The Bourne Supremacy",2004,"7.7",108,"Action, Mystery, Thriller            ",453072
"The Machinist",2004,"7.7",101,"Drama, Thriller            ",377468
"Ray",2004,"7.7",152,"Biography, Drama, Music            ",144874
"Lost in Translation",2003,"7.7",102,"Comedy, Drama            ",440271
"Harry Potter and the Goblet of Fire",2005,"7.7",157,"Adventure, Family, Fantasy            ",597361
"Man on Fire",2004,"7.7",146,"Action, Crime, Drama            ",352147
"Coraline",2009,"7.7",100,"Animation, Drama, Family            ",215268
"The Last Samurai",2003,"7.7",154,"Action, Drama            ",423215
"The Magdalene Sisters",2002,"7.7",114,"Drama            ",26934
"Good Bye Lenin!",2003,"7.7",121,"Comedy, Drama, Romance            ",143580
"In America",2002,"7.7",105,"Drama            ",42730
"Adaptation.",2002,"7.7",115,"Comedy, Drama            ",188326
"Black Hawk Down",2001,"7.7",144,"Action, Drama, History            ",384143
"Road to Perdition",2002,"7.7",117,"Crime, Drama, Thriller            ",260868
"Das Experiment",2001,"7.7",120,"Drama, Thriller            ",93037
"Billy Elliot",2000,"7.7",110,"Drama, Music            ",132449
"Hedwig and the Angry Inch",2001,"7.7",95,"Comedy, Drama, Music            ",34980
"Ocean's Eleven",2001,"7.7",116,"Crime, Thriller            ",550395
"Vampire Hunter D: Bloodlust",2000,"7.7",103,"Animation, Action, Drama            ",31122
"O Brother, Where Art Thou?",2000,"7.7",107,"Adventure, Comedy, Crime            ",302724
"Interstate 60: Episodes of the Road",2002,"7.7",116,"Adventure, Comedy, Drama            ",31854
"South Park: Bigger, Longer & Uncut",1999,"7.7",81,"Animation, Comedy, Fantasy            ",200762
"Office Space",1999,"7.7",89,"Comedy            ",256763
"Happiness",1998,"7.7",134,"Comedy, Drama            ",69158
"The Boondock Saints",1999,"7.7",108,"Action, Thriller            ",235381
"Training Day",2001,"7.7",122,"Crime, Drama, Thriller            ",418075
"Lola rennt",1998,"7.7",81,"Crime, Drama, Thriller            ",195661
"Rushmore",1998,"7.7",93,"Comedy, Drama, Romance            ",180649
"Abre los ojos",1997,"7.7",119,"Drama, Mystery, Sci-Fi            ",68173
"Mulan",1998,"7.7",88,"Animation, Adventure, Comedy            ",275163
"Being John Malkovich",1999,"7.7",113,"Comedy, Drama, Fantasy            ",327245
"As Good as It Gets",1997,"7.7",139,"Comedy, Drama, Romance            ",291833
"Hana-bi",1997,"7.7",103,"Crime, Drama, Romance            ",29888
"The Game",1997,"7.7",129,"Drama, Mystery, Thriller            ",377829
"The Fifth Element",1997,"7.7",126,"Action, Adventure, Sci-Fi            ",457809
"Le dîner de cons",1998,"7.7",80,"Comedy            ",40716
"Donnie Brasco",1997,"7.7",127,"Biography, Crime, Drama            ",296277
"Chun gwong cha sit",1997,"7.7",96,"Drama, Romance            ",27183
"Shine",1996,"7.7",105,"Biography, Drama, Music            ",53535
"Primal Fear",1996,"7.7",129,"Crime, Drama, Mystery            ",205510
"Hamlet",1996,"7.7",242,"Drama            ",37558
"Sense and Sensibility",1995,"7.7",136,"Drama, Romance            ",111940
"A Little Princess",1995,"7.7",97,"Drama, Family, Fantasy            ",33979
"Do lok tin si",1995,"7.7",99,"Comedy, Crime, Drama            ",35355
"Il postino",1994,"7.7",108,"Biography, Comedy, Drama            ",35741
"Clerks",1994,"7.7",92,"Comedy            ",218500
"What's Eating Gilbert Grape",1993,"7.7",118,"Drama            ",229569
"Short Cuts",1993,"7.7",188,"Comedy, Drama            ",44215
"Philadelphia",1993,"7.7",125,"Drama            ",235885
"The Muppet Christmas Carol",1992,"7.7",85,"Comedy, Drama, Family            ",57073
"Malcolm X",1992,"7.7",202,"Biography, Drama, History            ",92107
"The Last of the Mohicans",1992,"7.7",112,"Action, Adventure, Drama            ",163530
"Kurenai no buta",1992,"7.7",94,"Animation, Adventure, Comedy            ",85589
"Glengarry Glen Ross",1992,"7.7",100,"Crime, Drama, Mystery            ",102503
"A Few Good Men",1992,"7.7",138,"Drama, Thriller            ",252532
"Night on Earth",1991,"7.7",129,"Comedy, Drama            ",59035
"Fried Green Tomatoes",1991,"7.7",130,"Drama            ",72469
"Barton Fink",1991,"7.7",116,"Comedy, Drama, Thriller            ",118788
"Miller's Crossing",1990,"7.7",115,"Crime, Drama, Thriller            ",132673
"Who Framed Roger Rabbit",1988,"7.7",104,"Animation, Adventure, Comedy            ",194455
"Spoorloos",1988,"7.7",107,"Mystery, Thriller            ",37648
"The Last Emperor",1987,"7.7",163,"Biography, Drama, History            ",100265
"Evil Dead II",1987,"7.7",84,"Comedy, Horror            ",157855
"Empire of the Sun",1987,"7.7",153,"Drama, History, War            ",122499
"Der Name der Rose",1986,"7.7",130,"Drama, History, Mystery            ",106640
"Down by Law",1986,"7.7",107,"Comedy, Crime, Drama            ",50640
"Blue Velvet",1986,"7.7",120,"Crime, Drama, Mystery            ",192578
"The Purple Rose of Cairo",1985,"7.7",82,"Comedy, Fantasy, Romance            ",50698
"After Hours",1985,"7.7",97,"Comedy, Crime, Drama            ",66609
"Zelig",1983,"7.7",79,"Comedy            ",41571
"The Verdict",1982,"7.7",129,"Drama            ",39069
"Star Trek II: The Wrath of Khan",1982,"7.7",113,"Action, Adventure, Sci-Fi            ",118378
"First Blood",1982,"7.7",93,"Action, Adventure, Thriller            ",242940
"Ordinary People",1980,"7.7",124,"Drama            ",50553
"Airplane!",1980,"7.7",88,"Comedy            ",229900
"Halloween",1978,"7.7",91,"Horror, Thriller            ",262311
"Nashville",1975,"7.7",160,"Comedy, Drama, Music            ",25683
"Love and Death",1975,"7.7",85,"Comedy, War            ",37917
"The Taking of Pelham One Two Three",1974,"7.7",104,"Action, Crime, Thriller            ",29767
"Blazing Saddles",1974,"7.7",93,"Comedy, Western            ",134591
"Serpico",1973,"7.7",130,"Biography, Crime, Drama            ",119056
"Enter the Dragon",1973,"7.7",102,"Action, Crime, Drama            ",102309
"Deliverance",1972,"7.7",109,"Adventure, Drama, Thriller            ",105322
"The French Connection",1971,"7.7",104,"Action, Crime, Drama            ",118657
"Dirty Harry",1971,"7.7",102,"Action, Crime, Thriller            ",151876
"The Odd Couple",1968,"7.7",105,"Comedy            ",34163
"The Dirty Dozen",1967,"7.7",150,"Action, Adventure, War            ",71162
"Belle de jour",1967,"7.7",100,"Drama, Romance            ",43181
"A Man for All Seasons",1966,"7.7",120,"Biography, Drama, History            ",33825
"Repulsion",1965,"7.7",105,"Drama, Horror, Thriller            ",52101
"Zulu",1964,"7.7",138,"Drama, History, War            ",38396
"Goldfinger",1964,"7.7",110,"Action, Adventure, Thriller            ",185020
"The Birds",1963,"7.7",119,"Drama, Horror, Mystery            ",183081
"Cape Fear",1962,"7.7",106,"Drama, Thriller            ",28498
"Peeping Tom",1960,"7.7",101,"Drama, Horror, Thriller            ",34272
"The Magnificent Seven",1960,"7.7",128,"Action, Adventure, Western            ",92822
"Les yeux sans visage",1960,"7.7",90,"Drama, Horror            ",30536
"Invasion of the Body Snatchers",1956,"7.7",80,"Drama, Horror, Sci-Fi            ",48279
"Rebel Without a Cause",1955,"7.7",111,"Drama            ",88407
"The Ladykillers",1955,"7.7",91,"Comedy, Crime            ",28709
"The Caine Mutiny",1954,"7.7",124,"Drama, War            ",27111
"The Day the Earth Stood Still",1951,"7.7",92,"Drama, Sci-Fi            ",80511
"Fantasia",1940,"7.7",125,"Animation, Family, Fantasy            ",93581
"The Invisible Man",1933,"7.7",71,"Horror, Sci-Fi            ",33889
"Scarface",1932,"7.7",93,"Action, Crime, Drama            ",27318
"Dark Waters",2019,"7.6",126,"Biography, Drama, History            ",80348
"Searching",2018,"7.6",102,"Drama, Mystery, Thriller            ",156655
"Once Upon a Time in... Hollywood",2019,"7.6",161,"Comedy, Drama            ",667282
"Nelyubov",2017,"7.6",127,"Drama            ",32325
"Busanhaeng",2016,"7.6",118,"Action, Horror, Thriller            ",201910
"The Florida Project",2017,"7.6",111,"Drama            ",107865
"Just Mercy",2019,"7.6",137,"Biography, Crime, Drama            ",61831
"Gifted",2017,"7.6",101,"Drama            ",111134
"Victoria",2015,"7.6",138,"Crime, Drama, Romance            ",57174
"Guardians of the Galaxy Vol. 2",2017,"7.6",136,"Action, Adventure, Comedy            ",634961
"Only the Brave",2017,"7.6",134,"Action, Biography, Drama            ",65372
"Moana",2016,"7.6",107,"Animation, Adventure, Comedy            ",311005
"Sicario",2015,"7.6",121,"Action, Crime, Drama            ",408548
"Leviafan",2014,"7.6",140,"Crime, Drama            ",52347
"Hell or High Water",2016,"7.6",102,"Action, Crime, Drama            ",220943
"Philomena",2013,"7.6",98,"Biography, Comedy, Drama            ",98399
"El cuerpo",2012,"7.6",112,"Mystery, Thriller            ",63440
"Serbuan maut",2011,"7.6",101,"Action, Crime, Thriller            ",199698
"End of Watch",2012,"7.6",109,"Action, Crime, Drama            ",240770
"A Star Is Born",2018,"7.6",136,"Drama, Music, Romance            ",366748
"True Grit",2010,"7.6",110,"Drama, Western            ",330050
"Hævnen",2010,"7.6",118,"Drama, Romance            ",39753
"Despicable Me",2010,"7.6",95,"Animation, Adventure, Comedy            ",526460
"50/50",2011,"7.6",100,"Comedy, Drama, Romance            ",325400
"Celda 211",2009,"7.6",113,"Action, Crime, Drama            ",66560
"Moneyball",2011,"7.6",133,"Biography, Drama, Sport            ",403555
"La piel que habito",2011,"7.6",120,"Drama, Horror, Thriller            ",148086
"Zombieland",2009,"7.6",88,"Action, Comedy, Horror            ",553097
"Die Welle",2008,"7.6",107,"Drama, Thriller            ",107155
"(500) Days of Summer",2009,"7.6",95,"Comedy, Drama, Romance            ",496677
"The Blind Side",2009,"7.6",129,"Biography, Drama, Sport            ",317277
"Seven Pounds",2008,"7.6",123,"Drama            ",297482
"Eastern Promises",2007,"7.6",100,"Crime, Drama, Thriller            ",237862
"Stardust",2007,"7.6",127,"Adventure, Family, Fantasy            ",266930
"The Secret of Kells",2009,"7.6",71,"Animation, Adventure, Family            ",34546
"Inside Man",2006,"7.6",129,"Crime, Drama, Mystery            ",361511
"Gone Baby Gone",2007,"7.6",114,"Crime, Drama, Mystery            ",266715
"Harry Potter and the Half-Blood Prince",2009,"7.6",153,"Action, Adventure, Family            ",518572
"300",2006,"7.6",117,"Action, Drama            ",769303
"Match Point",2005,"7.6",124,"Drama, Romance, Thriller            ",214366
"Watchmen",2009,"7.6",162,"Action, Drama, Mystery            ",533714
"Saw",2004,"7.6",103,"Horror, Mystery, Thriller            ",405194
"Mysterious Skin",2004,"7.6",105,"Drama            ",68273
"Un long dimanche de fiançailles",2004,"7.6",133,"Drama, Mystery, Romance            ",73022
"The Station Agent",2003,"7.6",89,"Comedy, Drama            ",69675
"21 Grams",2003,"7.6",124,"Crime, Drama, Thriller            ",233004
"Finding Neverland",2004,"7.6",106,"Biography, Drama, Family            ",203784
"25th Hour",2002,"7.6",135,"Drama            ",176324
"The Butterfly Effect",2004,"7.6",113,"Drama, Sci-Fi, Thriller            ",474755
"I Am Sam",2001,"7.6",132,"Drama            ",148253
"Batoru rowaiaru",2000,"7.6",114,"Action, Adventure, Drama            ",179028
"The Royal Tenenbaums",2001,"7.6",110,"Comedy, Drama            ",283648
"Y tu mamá también",2001,"7.6",106,"Drama            ",120770
"Harry Potter and the Sorcerer's Stone",2001,"7.6",152,"Adventure, Family, Fantasy            ",739304
"The Others",2001,"7.6",101,"Horror, Mystery, Thriller            ",355829
"Minority Report",2002,"7.6",145,"Action, Crime, Mystery            ",535108
"American Psycho",2000,"7.6",101,"Crime, Drama, Horror            ",547562
"The Thin Red Line",1998,"7.6",170,"Drama, History, War            ",183569
"Dark City",1998,"7.6",100,"Fantasy, Mystery, Sci-Fi            ",196172
"Lost Highway",1997,"7.6",134,"Mystery, Thriller            ",138568
"The Bridges of Madison County",1995,"7.6",135,"Drama, Romance            ",78861
"Apollo 13",1995,"7.6",140,"Adventure, Drama, History            ",286161
"Trois couleurs: Blanc",1994,"7.6",92,"Comedy, Drama, Romance            ",71168
"Dazed and Confused",1993,"7.6",102,"Comedy            ",177390
"My Cousin Vinny",1992,"7.6",120,"Comedy, Crime            ",119046
"Kal Hee",1991,"7.6",118,"Animation, Drama, Romance            ",30627
"Home Alone",1990,"7.6",103,"Comedy, Family            ",547081
"When Harry Met Sally...",1989,"7.6",95,"Comedy, Drama, Romance            ",210381
"The Naked Gun: From the Files of Police Squad!",1988,"7.6",85,"Comedy, Crime            ",163652
"Withnail & I",1987,"7.6",107,"Comedy, Drama            ",43000
"Lethal Weapon",1987,"7.6",109,"Action, Crime, Thriller            ",251213
"Blood Simple",1984,"7.6",99,"Crime, Drama, Thriller            ",94029
"Mad Max 2",1981,"7.6",96,"Action, Adventure, Sci-Fi            ",175634
"Rupan sansei: Kariosutoro no shiro",1979,"7.6",100,"Animation, Action, Adventure            ",29770
"Close Encounters of the Third Kind",1977,"7.6",138,"Drama, Sci-Fi            ",195948
"Le locataire",1976,"7.6",126,"Drama, Thriller            ",42885
"Giù la testa",1971,"7.6",157,"Drama, War, Western            ",33769
"Kelly's Heroes",1970,"7.6",144,"Adventure, Comedy, War            ",48287
"Where Eagles Dare",1968,"7.6",158,"Action, Adventure, War            ",56834
"The Jungle Book",1967,"7.6",78,"Animation, Adventure, Comedy            ",176274
"Breakfast at Tiffany's",1961,"7.6",115,"Comedy, Drama, Romance            ",175442
"Giant",1956,"7.6",201,"Drama, Western            ",37696
"Sabrina",1954,"7.6",113,"Comedy, Drama, Romance            ",63280
"From Here to Eternity",1953,"7.6",118,"Drama, Romance, War            ",45979
"Gilda",1946,"7.6",110,"Drama, Film-Noir, Romance            ",31517
"Lifeboat",1944,"7.6",97,"Drama, War            ",28332
"The 39 Steps",1935,"7.6",86,"Crime, Mystery, Thriller            ",55594
